Weight_1818up,Weight_1818dp,Weight_1818dn,Weight_1818un,Weight_1818un.2,Weight_1818un.3,Weight_1830up,Weight_1830dp,Weight_1830dp.3,Weight_1830dn,Weight_1830dn.3,Weight_1830un
1.05,1.95,0.21,,,,1.61,4.24,,9.27,,10.51
1.05,1.95,0.21,,,,1.61,4.24,,9.27,,10.51
1.05,1.95,0.22,,,,1.61,4.23,,9.27,,10.51
1.05,1.95,0.32,,,,1.61,4.23,,9.27,,10.51
1.05,1.95,0.75,,,,1.61,4.23,,9.27,,10.51
1.05,1.95,0.75,,,,1.61,4.23,,9.27,,10.52
1.05,1.95,0.74,,,,1.63,4.23,,9.28,,10.52
1.05,1.96,0.69,,,,3.05,4.23,,9.28,,10.52
1.05,1.96,0.66,,,,3.23,4.23,,9.28,,10.52
1.05,1.96,0.67,,,,3.22,4.23,,9.28,,10.52
1.05,1.96,0.67,,,,3.21,4.23,,9.28,,10.52
1.05,1.96,0.68,,,,3.19,4.23,,9.28,,10.52
1.05,1.96,0.68,,,,3.18,4.23,,9.28,,10.52
1.05,1.96,0.68,,,,3.18,4.23,,9.29,,10.53
1.05,1.96,0.68,,,,3.18,4.23,,9.29,,10.53
1.05,1.96,0.68,,,,3.18,4.23,,9.29,,10.53
1.05,1.96,0.68,,,,2.97,4.23,,9.29,,10.53
1.05,1.96,0.68,,,,2.88,4.23,,9.14,,10.53
1.05,1.96,0.68,,,,2.88,4.22,,6.71,,10.53
1.05,1.96,0.68,,,,2.9,4.22,,2.16,,10.53
1.05,1.96,0.68,,,,2.91,4.22,,0.67,,10.53
1.05,1.96,0.68,,,,2.91,4.22,,0.52,,10.54
1.05,1.96,0.68,,,,2.92,4.22,,0.45,,10.57
1.05,1.96,0.68,,,,2.92,4.22,,0.41,,10.76
1.05,1.96,0.68,,,,2.92,4.22,,0.35,,11.33
1.05,1.96,0.68,,,,2.92,4.22,,0.33,,12.03
1.05,1.96,0.68,,,,2.92,4.22,,0.31,,12.51
1.05,1.96,0.68,,,,2.92,4.22,,0.29,,12.74
1.05,1.96,0.68,,,,2.92,4.22,,0.28,,12.85
1.05,1.96,0.68,,,,2.92,4.24,,0.26,,12.93
1.05,1.96,0.68,,,,2.92,4.25,,0.25,,13.03
1.06,1.96,0.68,,,,2.92,4.25,,0.24,,13.07
1.05,1.96,0.68,,,,2.93,4.25,,0.23,,13.1
1.05,1.97,0.68,,,,2.93,4.25,,0.21,,13.12
1.05,2.25,0.68,,,,2.93,4.25,,0.2,,13.13
1.06,2.73,0.68,,,,2.93,4.25,,0.2,,13.13
1.06,2.82,0.68,,,,2.93,4.25,,0.19,,13.13
1.05,2.83,0.68,,,,2.93,4.25,,0.18,,13.13
1.05,2.82,0.68,,,,2.93,4.24,,0.18,,13.14
1.05,2.82,0.68,,,,2.93,4.24,,0.17,,13.14
1.05,2.82,0.68,,,,2.93,4.24,,0.16,,13.14
1.06,2.67,0.68,,,,2.93,4.24,,0.15,,13.14
1.06,2.66,0.68,,,,2.93,4.24,,0.15,,13.15
1.06,2.66,0.68,,,,2.93,4.24,,0.14,,13.15
1.05,2.67,0.68,,,,2.93,4.24,,0.14,,13.15
1.06,2.67,0.68,,,,2.93,4.24,,0.13,,13.15
1.06,2.67,0.68,,,,2.93,4.24,,0.13,,13.15
1.06,2.67,0.68,,,,2.93,4.24,,0.13,,13.15
1.06,2.68,0.68,,,,2.93,4.24,,0.12,,13.15
1.06,2.68,0.68,,,,2.93,4.24,,0.12,,13.15
1.06,2.68,0.68,,,,2.93,4.24,,0.11,,13.15
1.06,2.69,0.68,,,,2.93,4.24,,0.11,,13.15
1.06,2.69,0.68,,,,2.93,4.24,,0.1,,13.15
1.06,2.69,0.68,,,,2.93,4.24,,0.1,,13.16
1.06,2.7,0.68,,,,2.93,4.84,,0.1,,13.16
1.07,2.7,0.68,,,,2.93,7.69,,0.31,,13.16
1.17,2.7,0.68,,,,2.93,9.21,,1.45,,13.16
1.28,2.7,0.68,,,,2.93,9.17,,2.39,,13.16
1.29,2.7,0.68,,,,2.93,9.13,,2.48,,13.16
1.29,2.7,0.68,,,,2.93,9.09,,2.23,,13.16
1.28,2.7,0.68,,,,2.93,9.08,,2.07,,13.16
1.25,2.71,0.68,,,,2.93,9.07,,2.07,,13.16
1.23,2.71,0.68,,,,2.93,9.07,,2.1,,13.16
1.24,2.71,0.68,,,,2.93,8.99,,2.12,,13.16
1.24,2.71,0.68,,,,2.93,8.19,,2.12,,13.16
1.24,2.71,0.68,,,,2.93,8.13,,2.13,,13.16
1.24,2.71,0.68,,,,2.93,8.18,,2.13,,13.16
1.24,2.71,0.68,,,,2.93,8.21,,2.14,,13.16
1.24,2.71,0.68,,,,2.93,8.22,,2.16,,13.16
1.24,2.71,0.68,,,,2.94,8.22,,2.16,,13.16
1.24,2.71,0.68,,,,2.94,8.22,,2.16,,13.16
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16
1.24,2.72,0.68,,,,2.94,8.23,,2.16,,13.16
1.24,2.72,0.72,,,,2.94,8.23,,2.16,,13.16
1.24,2.72,0.92,,,,2.94,8.24,,2.16,,13.16
1.24,2.72,1.1,,,,2.94,8.24,,2.16,,13.17
1.25,2.72,1.13,,,,2.94,8.24,,2.16,,13.17
1.25,2.72,1.12,,,,2.94,8.24,,2.16,,13.15
1.25,2.72,1.08,,,,2.94,8.24,,2.16,,11.59
1.25,2.72,1.06,,,,2.94,8.24,,2.16,,0.61
1.25,2.72,1.07,,,,2.94,8.24,,2.16,,1.26
1.25,2.72,1.08,,,,2.94,8.25,,2.16,,1.32
1.25,2.72,1.08,,,,2.94,8.27,,2.16,,1.34
1.25,2.72,1.08,,,,2.94,8.28,,2.16,,1.33
1.25,2.73,1.09,,,,2.94,8.28,,2.16,,1.32
1.25,2.73,1.1,,,,2.94,8.28,,2.16,,1.3
1.25,2.73,1.1,,,,2.94,8.28,,2.16,,1.28
1.25,2.73,1.1,,,,2.94,8.29,,2.16,,1.26
1.25,2.73,1.09,,,,2.94,8.29,,2.16,,1.23
1.25,2.73,1.09,,,,2.94,8.29,,2.16,,1.21
1.25,2.73,1.1,,,,2.94,8.29,,2.16,,1.19
1.25,2.73,1.1,,,,2.94,8.3,,2.16,,1.18
1.25,2.73,1.1,,,,3.01,8.32,,2.16,,1.16
1.25,2.73,1.1,,,,3.79,8.33,,2.16,,1.15
1.25,2.73,1.1,,,,4.55,8.33,,2.16,,1.14
1.25,2.73,1.1,,,,4.61,8.33,,2.16,,1.12
1.25,2.73,1.1,,,,4.6,8.33,,2.16,,1.11
1.25,2.73,1.1,,,,4.58,8.33,,2.16,,1.09
1.25,2.73,1.1,,,,4.57,8.33,,2.16,,1.08
1.25,2.73,1.1,,,,4.57,8.33,,2.16,,1.06
1.25,2.73,1.1,,,,4.48,8.33,,2.16,,1.05
1.25,2.73,1.1,,,,4.2,8.33,,2.18,,1.04
1.25,2.74,1.1,,,,4.21,8.33,,2.53,,1.03
1.25,2.97,1.1,,,,4.22,8.33,,3.56,,1.03
1.25,3.52,1.1,,,,4.23,8.33,,4.19,,1.02
1.25,3.67,1.1,,,,4.23,8.33,,4.25,,1
1.25,3.67,1.1,,,,4.23,8.34,,4.2,,0.99
1.25,3.66,1.1,,,,4.24,8.34,,4.03,,0.99
1.25,3.61,1.1,,,,4.24,8.34,,3.94,,0.98
1.25,3.5,1.1,,,,4.24,8.34,,3.98,,0.97
1.25,3.47,1.1,,,,4.24,8.34,,4,,0.96
1.25,3.48,1.1,,,,4.24,8.34,,4.01,,0.96
1.26,3.48,1.1,,,,4.24,8.34,,4.04,,0.95
1.26,3.48,1.1,,,,4.24,8.34,,4.08,,0.95
1.25,3.49,1.1,,,,4.24,8.34,,4.1,,0.93
1.25,3.49,1.1,,,,4.24,8.34,,4.09,,0.93
1.25,3.49,1.1,,,,4.24,8.34,,4.08,,0.92
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.92
1.25,3.5,1.1,,,,4.25,8.34,,4.08,,0.91
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.91
1.26,3.5,1.1,,,,4.25,8.34,,4.08,,0.9
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,0.89
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,0.89
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,0.64
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,0.46
1.26,3.51,1.1,,,,4.25,8.34,,4.09,,1.72
1.26,3.51,1.11,,,,4.25,8.34,,4.09,,1.97
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.92
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.63
1.26,3.52,1.11,,,,4.25,8.34,,4.09,,1.31
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.28
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.36
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.38
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.42
1.26,3.52,1.11,,,,4.25,8.34,,4.1,,1.5
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.56
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.55
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.52
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.51
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.5
1.26,3.53,1.11,,,,4.25,8.34,,4.1,,1.51
1.36,3.53,1.11,,,,4.25,8.34,,4.1,,1.51
1.47,3.53,1.11,,,,4.25,8.34,,4.1,,1.51
1.48,3.54,1.11,,,,4.25,8.34,,4.1,,1.52
1.48,3.54,1.11,,,,4.26,8.34,,4.11,,1.52
1.47,3.54,1.11,,,,4.26,8.34,,4.11,,1.52
1.47,3.54,1.11,,,,4.26,8.34,,4.11,,1.52
1.45,3.54,1.11,,,,4.26,8.34,,4.11,,1.53
1.43,3.54,1.11,,,,4.26,8.34,,4.11,,1.53
1.43,3.54,1.12,,,,4.27,8.34,,4.11,,1.53
1.44,3.54,1.21,,,,4.27,8.34,,4.11,,1.53
1.44,3.54,1.4,,,,4.27,8.34,,4.11,,1.54
1.44,3.54,1.47,,,,4.27,8.34,,4.11,,1.54
1.44,3.54,1.48,,,,4.27,8.34,,4.11,,1.54
1.44,3.54,1.47,,,,4.27,8.34,,4.11,,1.54
1.44,3.54,1.44,,,,4.27,8.34,,4.11,,1.55
1.44,3.55,1.43,,,,4.27,8.34,,4.11,,1.55
1.44,3.55,1.44,,,,4.27,8.34,,4.11,,1.55
1.44,3.55,1.44,,,,4.27,8.34,,4.11,,1.55
1.44,3.55,1.45,,,,4.27,8.34,,4.11,,1.55
1.44,3.55,1.46,,,,4.27,8.34,,4.11,,1.56
1.44,3.55,1.47,,,,4.27,8.34,,4.11,,1.56
1.44,3.55,1.47,,,,4.27,8.39,,4.11,,1.56
1.44,3.55,1.47,,,,4.27,9.78,,4.11,,1.56
1.44,3.55,1.46,,,,4.27,12.78,,4.15,,1.56
1.45,3.55,1.46,,,,4.27,13.4,,4.51,,1.56
1.45,3.55,1.47,,,,4.27,13.35,,5.36,,1.57
1.45,3.55,1.47,,,,4.27,13.3,,5.92,,1.67
1.45,3.55,1.47,,,,4.27,13.28,,5.91,,2.56
1.45,3.55,1.47,,,,4.27,13.28,,5.79,,4.25
1.45,3.56,1.47,,,,4.27,13.13,,5.72,,4.99
1.45,3.69,1.47,,,,4.27,12.62,,5.72,,5
1.45,4.24,1.47,,,,4.27,12.34,,5.75,,4.39
1.45,4.49,1.47,,,,4.27,12.41,,5.77,,4.34
1.45,4.49,1.47,,,,4.27,12.42,,5.78,,4.38
1.45,4.49,1.47,,,,4.27,12.42,,5.8,,4.43
1.45,4.46,1.47,,,,4.27,12.43,,5.9,,4.48
1.45,4.35,1.47,,,,4.27,12.43,,5.89,,4.61
1.45,4.31,1.47,,,,4.27,12.43,,5.88,,4.73
1.45,4.32,1.47,,,,4.27,12.43,,5.88,,4.72
1.45,4.33,1.47,,,,4.27,12.43,,5.88,,4.69
1.45,4.34,1.47,,,,4.27,12.44,,5.88,,4.68
1.45,4.34,1.47,,,,4.27,12.44,,5.88,,4.66
1.45,4.34,1.47,,,,4.27,12.44,,5.89,,4.63
1.45,4.35,1.47,,,,4.27,12.44,,5.89,,4.62
1.45,4.35,1.47,,,,4.27,12.45,,5.89,,4.63
1.45,4.35,1.47,,,,4.27,12.46,,5.89,,4.64
1.45,4.35,1.47,,,,4.27,12.48,,5.9,,4.65
1.45,4.36,1.47,,,,4.27,12.48,,5.9,,4.66
1.45,4.36,1.47,,,,4.27,12.48,,5.9,,4.66
1.45,4.36,1.47,,,,4.27,12.49,,5.9,,4.67
1.45,4.36,1.47,,,,4.28,12.49,,5.9,,4.67
1.45,4.36,1.48,,,,4.28,12.49,,5.91,,4.68
1.45,4.37,1.48,,,,4.28,12.49,,5.91,,4.68
1.45,4.37,1.48,,,,4.36,12.49,,5.91,,4.69
1.45,4.37,1.48,,,,5.15,12.49,,5.91,,4.69
1.45,4.37,1.48,,,,5.88,12.5,,5.91,,4.69
1.45,4.37,1.48,,,,5.92,12.5,,5.91,,4.7
1.45,4.37,1.48,,,,5.9,12.5,,5.91,,4.7
1.45,4.38,1.48,,,,5.89,12.5,,5.91,,4.7
1.45,4.38,1.48,,,,5.88,12.5,,5.91,,4.71
1.46,4.38,1.48,,,,5.86,12.5,,5.92,,4.71
1.46,4.38,1.48,,,,5.74,12.5,,5.92,,4.71
1.46,4.38,1.48,,,,5.57,12.5,,5.92,,4.72
1.46,4.38,1.48,,,,5.57,12.5,,5.92,,4.72
1.46,4.38,1.48,,,,5.58,12.5,,5.92,,4.72
1.46,4.39,1.48,,,,5.58,12.5,,5.92,,4.72
1.37,4.39,1.48,,,,5.58,12.51,,5.92,,4.73
0.8,4.39,1.48,,,,5.59,12.51,,5.92,,4.73
0.29,4.39,1.48,,,,5.6,12.51,,5.92,,4.73
0.18,4.39,1.48,,,,5.6,12.51,,5.92,,4.73
0.17,4.39,1.48,,,,5.6,12.51,,5.92,,4.73
0.16,4.39,1.48,,,,5.6,12.51,,5.92,,4.73
0.15,4.4,1.48,,,,5.61,12.51,,5.92,,4.74
0.14,4.39,1.48,,,,5.61,12.51,,5.92,,4.74
0.14,4.4,1.48,,,,5.61,12.51,,5.92,,4.74
0.13,4.4,1.48,,,,5.62,12.51,,5.92,,4.74
0.13,4.4,1.48,,,,5.62,12.51,,5.92,,4.74
0.13,4.4,1.48,,,,5.62,12.52,,5.92,,4.74
0.12,4.4,1.48,,,,5.62,12.54,,5.92,,4.75
0.12,4.4,1.49,,,,5.62,12.55,,5.93,,4.75
0.11,4.4,1.52,,,,5.62,12.55,,5.93,,4.75
0.11,4.4,1.64,,,,5.62,12.55,,5.93,,4.75
0.11,4.4,1.75,,,,5.62,12.55,,5.93,,4.75
0.11,4.41,1.78,,,,5.62,12.55,,5.93,,4.75
0.11,4.41,1.78,,,,5.62,12.55,,5.94,,4.75
0.1,4.41,1.77,,,,5.62,12.55,,6.05,,4.76
0.1,4.41,1.77,,,,5.62,12.55,,6.51,,4.76
0.1,4.41,1.77,,,,5.62,12.55,,7.43,,4.76
0.1,4.41,1.77,,,,5.62,12.55,,7.47,,4.76
0.1,4.41,1.78,,,,5.62,12.55,,7.48,,4.76
0.1,4.41,1.78,,,,5.62,12.56,,7.45,,4.76
0.1,4.41,1.78,,,,5.63,12.56,,7.43,,4.76
0.15,4.42,1.78,,,,5.63,12.56,,7.43,,4.77
0.29,4.42,1.79,,,,5.63,12.56,,7.44,,4.82
0.32,4.42,1.79,,,,5.63,12.56,,7.46,,5.42
0.32,4.42,1.8,,,,5.63,12.56,,7.47,,6.91
0.32,4.42,1.8,,,,5.63,12.56,,7.49,,7.89
0.32,4.42,1.79,,,,5.63,12.56,,7.5,,8
0.31,4.42,1.79,,,,5.63,12.56,,7.51,,7.94
0.31,4.42,1.79,,,,5.63,12.56,,7.52,,7.69
0.31,4.42,1.8,,,,5.63,12.56,,7.52,,7.49
0.31,4.43,1.8,,,,5.63,12.56,,7.53,,7.52
0.31,4.43,1.8,,,,5.63,12.56,,7.55,,7.56
0.31,4.43,1.8,,,,5.63,12.56,,7.56,,7.58
0.3,4.43,1.8,,,,5.63,12.56,,7.57,,7.64
0.29,4.43,1.8,,,,5.63,12.56,,7.56,,7.79
0.27,4.43,1.8,,,,5.63,12.56,,7.57,,7.87
0.27,4.45,1.8,,,,5.63,12.56,,7.57,,7.84
0.27,4.79,1.8,,,,5.63,12.56,,7.57,,7.82
0.27,5.32,1.8,,,,5.63,12.56,,7.57,,7.77
0.27,5.41,1.8,,,,5.63,12.56,,7.57,,7.72
0.27,5.42,1.8,,,,5.63,12.56,,7.58,,7.72
0.27,5.42,1.8,,,,5.63,12.56,,7.58,,7.72
0.27,5.35,1.8,,,,5.63,12.56,,7.58,,7.74
0.28,5.27,1.8,,,,5.63,12.56,,7.58,,7.75
0.28,5.27,1.8,,,,5.63,12.56,,7.58,,7.77
0.28,5.29,1.8,,,,5.63,12.56,,7.58,,7.78
0.28,5.29,1.8,,,,5.63,12.56,,7.59,,7.78
0.28,5.3,1.8,,,,5.64,12.56,,7.59,,7.79
0.28,5.31,1.8,,,,5.64,12.56,,7.59,,7.79
0.28,5.31,1.81,,,,5.64,12.56,,7.59,,7.79
0.28,5.32,1.81,,,,5.65,12.56,,7.59,,7.8
0.28,5.33,1.8,,,,5.65,12.56,,7.59,,7.8
0.28,5.33,1.81,,,,5.65,12.56,,7.6,,7.8
0.28,5.33,1.81,,,,5.65,12.56,,7.6,,7.8
0.28,5.34,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.34,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.35,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.35,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.36,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.36,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.6,,7.81
0.28,5.37,1.81,,,,5.65,12.56,,7.61,,7.81
0.28,5.38,1.81,,,,5.65,12.56,,7.61,,7.82
0.28,5.38,1.81,,,,5.65,13.02,,7.61,,7.82
0.28,5.38,1.81,,,,5.65,17.77,,7.61,,7.82
0.28,5.39,1.81,,,,5.65,17.79,,7.61,,7.82
0.28,5.39,1.81,,,,5.65,17.72,,7.61,,7.82
0.28,5.4,1.81,,,,5.65,17.66,,7.61,,7.83
0.28,5.4,1.81,,,,5.65,17.64,,7.61,,7.82
0.28,5.41,1.81,,,,5.65,17.54,,7.61,,7.83
0.28,5.41,1.81,,,,5.65,17.02,,7.61,,7.83
0.28,5.41,1.81,,,,5.65,16.6,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.61,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.7,,7.61,,7.83
0.28,5.42,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.43,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.43,1.81,,,,5.65,16.71,,7.62,,7.83
0.28,5.44,1.81,,,,5.65,16.71,,7.62,,7.84
0.28,5.44,1.81,,,,5.65,16.71,,7.62,,7.84
0.28,5.44,1.81,,,,5.65,16.72,,7.62,,7.84
0.28,5.45,1.81,,,,5.66,16.73,,7.62,,7.85
0.28,5.45,1.81,,,,6.06,16.76,,7.62,,7.85
0.28,5.45,1.81,,,,7.04,16.76,,7.62,,7.86
0.28,5.46,1.81,,,,7.29,16.76,,7.67,,7.86
0.28,5.46,1.82,,,,7.27,16.76,,8.21,,7.86
0.28,5.46,1.81,,,,7.24,16.76,,8.48,,7.87
0.28,5.47,1.81,,,,7.22,16.76,,8.64,,7.87
0.28,5.47,1.82,,,,7.07,16.77,,8.74,,7.88
0.28,5.47,1.82,,,,6.93,16.77,,8.8,,7.88
0.28,5.48,1.82,,,,6.93,16.77,,8.85,,7.88
0.28,5.48,1.82,,,,6.94,16.77,,8.89,,7.88
0.28,5.48,1.82,,,,6.95,16.77,,8.92,,7.88
0.28,5.49,1.83,,,,6.95,16.77,,8.94,,7.87
0.28,5.49,1.89,,,,6.95,16.78,,8.98,,7.87
0.28,5.49,1.97,,,,6.95,16.78,,9,,7.88
0.28,5.5,2.03,,,,6.96,16.78,,9.01,,7.88
0.35,5.51,2.06,,,,6.96,16.78,,9.02,,7.87
0.49,5.51,2.08,,,,6.96,16.78,,9.04,,7.87
0.52,5.52,2.09,,,,6.97,16.78,,9.05,,7.88
0.52,5.52,2.09,,,,6.97,16.78,,9.06,,7.88
0.52,5.52,2.09,,,,6.97,16.78,,9.07,,7.88
0.52,5.53,2.09,,,,6.97,16.78,,9.07,,8.07
0.51,5.53,2.09,,,,6.98,16.78,,9.09,,8.93
0.51,5.54,2.09,,,,6.98,16.79,,9.1,,9.99
0.51,5.54,2.1,,,,6.98,16.79,,9.1,,10.48
0.48,5.54,2.1,,,,6.98,16.79,,9.11,,10.51
0.47,5.55,2.1,,,,6.98,16.79,,9.11,,10.35
0.47,5.55,2.1,,,,6.98,16.8,,9.12,,10.27
0.47,5.55,2.1,,,,6.98,16.82,,9.12,,10.28
0.47,5.56,2.1,,,,6.98,16.83,,9.13,,10.3
0.47,5.57,2.1,,,,6.98,16.83,,9.14,,10.32
0.47,5.57,2.1,,,,6.99,16.83,,9.14,,10.34
0.47,5.57,2.1,,,,7,16.83,,9.15,,10.35
0.47,5.58,2.1,,,,7,16.83,,9.15,,10.36
0.47,5.58,2.11,,,,7,16.83,,9.15,,10.37
0.47,5.58,2.11,,,,7,16.83,,9.16,,10.45
0.47,5.59,2.11,,,,7,16.83,,9.16,,10.51
0.47,5.59,2.11,,,,7,16.83,,9.16,,10.52
0.47,5.6,2.11,,,,7,16.83,,9.17,,10.5
0.47,5.6,2.11,,,,7,16.83,,9.17,,10.49
0.47,5.61,2.11,,,,7,16.83,,9.18,,10.48
0.47,5.61,2.11,,,,7,16.83,,9.18,,10.48
